,State,Month,Predicted Value,Value,State_encoded,Error,Absolute Error,Squared Error
178,Indiana,6,29.071512006997228,18.2,14,10.871512006997229,10.871512006997229,118.1897733182849
179,Indiana,6,29.071512006997228,21.6,14,7.4715120069972265,7.4715120069972265,55.823491670703724
180,Iowa,3,28.530309248581734,11.3,15,17.230309248581733,17.230309248581733,296.8835568017612
181,Iowa,3,28.530309248581734,16.0,15,12.530309248581734,12.530309248581734,157.00864986509293
182,Iowa,3,28.530309248581734,18.4,15,10.130309248581735,10.130309248581735,102.62316547190063
183,Iowa,4,28.70479645483453,14.0,15,14.70479645483453,14.70479645483453,216.23103877811414
184,Iowa,4,28.70479645483453,16.1,15,12.604796454834528,12.604796454834528,158.8808936678091
185,Iowa,4,28.70479645483453,21.2,15,7.50479645483453,7.50479645483453,56.321969828496925
186,Iowa,5,28.879283661087328,11.8,15,17.079283661087327,17.079283661087327,291.70193037588456
187,Iowa,5,28.879283661087328,17.5,15,11.379283661087328,11.379283661087328,129.48809663948902
188,Iowa,5,28.879283661087328,20.5,15,8.379283661087328,8.379283661087328,70.21239467296506
189,Iowa,6,29.053770867340123,12.2,15,16.853770867340124,16.853770867340124,284.0495924488027
190,Iowa,6,29.053770867340123,14.6,15,14.453770867340124,14.453770867340124,208.91149228557006
191,Iowa,6,29.053770867340123,19.2,15,9.853770867340124,9.853770867340124,97.09680030604095
192,Kansas,3,28.540838228882084,14.8,16,13.740838228882083,13.740838228882083,188.8106352323073
193,Kansas,3,28.540838228882084,18.6,16,9.940838228882082,9.940838228882082,98.82026469280346
194,Kansas,3,28.540838228882084,22.0,16,6.540838228882084,6.540838228882084,42.78256473640531
195,Kansas,4,28.71532543513488,15.4,16,13.315325435134879,13.315325435134879,177.29789144354984
196,Kansas,4,28.71532543513488,15.8,16,12.915325435134879,12.915325435134879,166.80563109544195
197,Kansas,4,28.71532543513488,21.7,16,7.01532543513488,7.01532543513488,49.214790960850394
198,Kansas,5,28.889812641387675,13.2,16,15.689812641387675,15.689812641387675,246.1702207218485
199,Kansas,5,28.889812641387675,17.5,16,11.389812641387675,11.389812641387675,129.72783200591448
200,Kansas,5,28.889812641387675,20.4,16,8.489812641387676,8.489812641387676,72.07691868586599
201,Kansas,6,29.06429984764047,12.6,16,16.46429984764047,16.46429984764047,271.07316947301393
202,Kansas,6,29.06429984764047,15.0,16,14.06429984764047,14.06429984764047,197.80453020433976
203,Kansas,6,29.06429984764047,18.4,16,10.664299847640471,10.664299847640471,113.72729124038457
204,Kentucky,3,28.52309708922498,17.8,17,10.723097089224979,10.723097089224979,114.98481118494522
205,Kentucky,3,28.52309708922498,20.6,17,7.923097089224978,7.923097089224978,62.77546748528532
206,Kentucky,3,28.52309708922498,25.2,17,3.32309708922498,3.32309708922498,11.042974264415536
207,Kentucky,4,28.697584295477775,14.7,17,13.997584295477775,13.997584295477775,195.93236610900604
208,Kentucky,4,28.697584295477775,20.0,17,8.697584295477775,8.697584295477775,75.64797257694161
209,Kentucky,4,28.697584295477775,23.1,17,5.597584295477773,5.597584295477773,31.3329499449794
210,Kentucky,5,28.87207150173057,17.7,17,11.17207150173057,11.17207150173057,124.81518163978036
211,Kentucky,5,28.87207150173057,19.1,17,9.772071501730569,9.772071501730569,95.49338143493473
212,Kentucky,5,28.87207150173057,24.6,17,4.272071501730569,4.272071501730569,18.250594915898475
213,Kentucky,6,29.046558707983365,15.7,17,13.346558707983366,13.346558707983366,178.1306293456466
214,Kentucky,6,29.046558707983365,20.6,17,8.446558707983364,8.446558707983364,71.34435400740959
215,Kentucky,6,29.046558707983365,25.2,17,3.846558707983366,3.846558707983366,14.796013893962662
216,Louisiana,3,28.505355949567875,14.8,18,13.705355949567874,13.705355949567874,187.83678170435553
217,Louisiana,3,28.505355949567875,18.9,18,9.605355949567876,9.605355949567876,92.262862917899
218,Louisiana,3,28.505355949567875,22.0,18,6.505355949567875,6.505355949567875,42.319656030578145
219,Louisiana,4,28.67984315582067,14.9,18,13.77984315582067,13.77984315582067,189.88407739901777
220,Louisiana,4,28.67984315582067,22.0,18,6.67984315582067,6.67984315582067,44.62030458636425
221,Louisiana,4,28.67984315582067,26.7,18,1.9798431558206708,1.9798431558206708,3.9197789216499532
222,Louisiana,5,28.854330362073465,12.6,18,16.254330362073468,16.254330362073468,264.2032555194234
223,Louisiana,5,28.854330362073465,15.2,18,13.654330362073466,13.654330362073466,186.4407376366413
224,Louisiana,5,28.854330362073465,18.9,18,9.954330362073467,9.954330362073467,99.08869295729768
225,Louisiana,6,29.02881756832626,14.4,18,14.62881756832626,14.62881756832626,214.00230344737105
226,Louisiana,6,29.02881756832626,18.4,18,10.628817568326262,10.628817568326262,112.971762900761
227,Louisiana,6,29.02881756832626,21.6,18,7.428817568326259,7.428817568326259,55.187330463472875
228,Maine,3,28.48761480991077,14.7,19,13.787614809910771,13.787614809910771,190.09832214647082
229,Maine,3,28.48761480991077,19.1,19,9.387614809910769,9.387614809910769,88.127311819256
230,Maine,3,28.48761480991077,21.2,19,7.287614809910771,7.287614809910771,53.1093296176308
231,Maine,4,28.662102016163566,13.1,19,15.562102016163566,15.562102016163566,242.17901916148213
232,Maine,4,28.662102016163566,19.3,19,9.362102016163565,9.362102016163565,87.64895416105388
233,Maine,4,28.662102016163566,21.1,19,7.562102016163564,7.562102016163564,57.18538690286504
234,Maine,5,28.83658922241636,10.5,19,18.33658922241636,18.33658922241636,336.23050431163585
235,Maine,5,28.83658922241636,17.8,19,11.03658922241636,11.03658922241636,121.80630166435697
236,Maine,5,28.83658922241636,21.0,19,7.836589222416361,7.836589222416361,61.412130640892265
237,Maine,6,29.011076428669156,15.0,19,14.011076428669156,14.011076428669156,196.31026269000844
238,Maine,6,29.011076428669156,18.5,19,10.511076428669156,10.511076428669156,110.48272768932435
239,Maine,6,29.011076428669156,23.3,19,5.7110764286691555,5.7110764286691555,32.61639397410043
240,Maryland,3,28.469873670253666,11.6,20,16.869873670253668,16.869873670253668,284.59263765031795
241,Maryland,3,28.469873670253666,16.1,20,12.369873670253664,12.369873670253664,153.01377461803486
242,Maryland,3,28.469873670253666,19.1,20,9.369873670253664,9.369873670253664,87.79453259651287
243,Maryland,4,28.64436087650646,10.8,20,17.84436087650646,17.84436087650646,318.4212150909944
244,Maryland,4,28.64436087650646,15.0,20,13.644360876506461,13.644360876506461,186.16858372834017
245,Maryland,4,28.64436087650646,17.7,20,10.944360876506462,10.944360876506462,119.7790349952053
246,Maryland,5,28.818848082759256,10.4,20,18.418848082759254,18.418848082759254,339.25396469576424
247,Maryland,5,28.818848082759256,13.1,20,15.718848082759257,15.718848082759257,247.08218504886437
248,Maryland,5,28.818848082759256,16.8,20,12.018848082759256,12.018848082759256,144.45270923644583
249,Maryland,6,28.99333528901205,12.4,20,16.593335289012053,16.593335289012053,275.3387760135727
250,Maryland,6,28.99333528901205,17.1,20,11.89333528901205,11.89333528901205,141.45142429685936
251,Maryland,6,28.99333528901205,19.9,20,9.093335289012053,9.093335289012053,82.68874667839192
252,Massachusetts,3,28.45213253059656,12.1,21,16.352132530596563,16.352132530596563,267.39223829819434
253,Massachusetts,3,28.45213253059656,17.5,21,10.952132530596561,10.952132530596561,119.94920696775144
254,Massachusetts,3,28.45213253059656,20.4,21,8.052132530596563,8.052132530596563,64.8368382902914
255,Massachusetts,4,28.626619736849356,13.4,21,15.226619736849356,15.226619736849356,231.84994861061034
256,Massachusetts,4,28.626619736849356,18.5,21,10.126619736849356,10.126619736849356,102.54842729474693
257,Massachusetts,4,28.626619736849356,22.0,21,6.6266197368493565,6.6266197368493565,43.912089136801434
258,Massachusetts,5,28.801106943102152,12.9,21,15.901106943102151,15.901106943102151,252.84520201597144
259,Massachusetts,5,28.801106943102152,19.0,21,9.801106943102152,9.801106943102152,96.06169731012521
260,Massachusetts,5,28.801106943102152,20.6,21,8.20110694310215,8.20110694310215,67.2581550921983
261,Massachusetts,6,28.975594149354947,10.5,21,18.475594149354947,18.475594149354947,341.3475791716788
262,Massachusetts,6,28.975594149354947,16.1,21,12.875594149354946,12.875594149354946,165.7809246989033
263,Massachusetts,6,28.975594149354947,20.1,21,8.875594149354946,8.875594149354946,78.77617150406374
264,Michigan,3,28.434391390939457,11.7,22,16.734391390939457,16.734391390939457,280.03985522514864
265,Michigan,3,28.434391390939457,16.5,22,11.934391390939457,11.934391390939457,142.42969787212982
266,Michigan,3,28.434391390939457,19.0,22,9.434391390939457,9.434391390939457,89.00774091743253
267,Michigan,4,28.608878597192252,13.6,22,15.008878597192252,15.008878597192252,225.26643674525567
268,Michigan,4,28.608878597192252,16.8,22,11.808878597192251,11.808878597192251,139.44961372322524
269,Michigan,4,28.608878597192252,21.3,22,7.308878597192251,7.308878597192251,53.41970634849497
270,Michigan,5,28.783365803445047,15.3,22,13.483365803445047,13.483365803445047,181.80115338951128
271,Michigan,5,28.783365803445047,17.0,22,11.783365803445047,11.783365803445047,138.84770965779813
272,Michigan,5,28.783365803445047,22.3,22,6.4833658034450465,6.4833658034450465,42.03403214128063
273,Michigan,6,28.957853009697843,14.1,22,14.857853009697843,14.857853009697843,220.75579605778725
274,Michigan,6,28.957853009697843,18.3,22,10.657853009697842,10.657853009697842,113.58983077632534
275,Michigan,6,28.957853009697843,21.9,22,7.057853009697844,7.057853009697844,49.81328910650092
276,Minnesota,3,28.416650251282352,12.3,23,16.11665025128235,16.11665025128235,259.74641532215946
277,Minnesota,3,28.416650251282352,13.7,23,14.716650251282353,14.716650251282353,216.57979461856894
278,Minnesota,3,28.416650251282352,17.1,23,11.31665025128235,11.31665025128235,128.0665729098489
279,Minnesota,4,28.591137457535147,12.7,23,15.891137457535148,15.891137457535148,252.52824969427664
280,Minnesota,4,28.591137457535147,16.4,23,12.191137457535149,12.191137457535149,148.62383250851659
281,Minnesota,4,28.591137457535147,20.5,23,8.091137457535147,8.091137457535147,65.46650535672833
282,Minnesota,5,28.765624663787943,11.7,23,17.065624663787943,17.065624663787943,291.23554516528736
283,Minnesota,5,28.765624663787943,16.2,23,12.565624663787943,12.565624663787943,157.89492319119586
284,Minnesota,5,28.765624663787943,21.3,23,7.465624663787942,7.465624663787942,55.73555162055882
285,Minnesota,6,28.940111870040738,11.1,23,17.840111870040737,17.840111870040737,318.2695915355684
286,Minnesota,6,28.940111870040738,14.0,23,14.940111870040738,14.940111870040738,223.20694268933215
287,Minnesota,6,28.940111870040738,16.6,23,12.340111870040737,12.340111870040737,152.2783609651203
288,Mississippi,3,28.398909111625247,17.6,24,10.798909111625246,10.798909111625246,116.61643800114275
289,Mississippi,3,28.398909111625247,19.7,24,8.698909111625248,8.698909111625248,75.67101973231676
290,Mississippi,3,28.398909111625247,24.5,24,3.8989091116252474,3.8989091116252474,15.201492260714376
